segment_type,segment_value,segment_order,item_name,expenditure_value,is_income_metric,is_consumption_metric
Geographic Region,132,132,Average standard persons in household,2.36,False,False
Geographic Region,132,132,"Average years of schooling 
of economic head of  household",15.2,False,False
Geographic Region,132,132,Compulsory payments – total,4973.0,False,False
Geographic Region,132,132,From National Insurance Institute,1966.0,False,False
Geographic Region,132,132,From allowances and assistance,2392.0,False,False
Geographic Region,132,132,From capital,2294.0,False,False
Geographic Region,132,132,From pensions and provident funds,1674.0,False,False
Geographic Region,132,132,From self-employment and occasional work,2952.0,False,False
Geographic Region,132,132,From wages and salary,15573.0,False,False
Geographic Region,132,132,From work,18525.0,False,False
Geographic Region,132,132,Gross money income – total,24885.0,False,False
Geographic Region,132,132,Households in population (thousands),133.7,False,False
Geographic Region,132,132,Income tax,3386.0,False,False
Geographic Region,132,132,Median of  gross money income per household,19272.0,False,False
Geographic Region,132,132,Money expenditure per household,16481.0,False,True
Geographic Region,132,132,Money expenditure per person,6132.7,False,False
Geographic Region,132,132,Mortgage payments (principal+interest)(3),1117.0,False,False
Geographic Region,132,132,National health insurance,728.0,False,False
Geographic Region,132,132,National insurance payments,860.0,False,False
Geographic Region,132,132,Net money income per household,19911.0,True,False
Geographic Region,132,132,Net money income per person,7409.0,False,False
Geographic Region,132,132,Transfers to other households(2),565.0,False,False
Geographic Region,143,143,Average age of economic head of household,49.6,False,False
Geographic Region,143,143,Average earners in household,1.43,False,False
Geographic Region,143,143,Average persons in household,3.18,False,False
Geographic Region,143,143,Average standard persons in household,2.66,False,False
Geographic Region,143,143,"Average years of schooling 
of economic head of  household",13.8,False,False
Geographic Region,143,143,Compulsory payments – total,5040.0,False,False
Geographic Region,143,143,From National Insurance Institute,2570.0,False,False
Geographic Region,143,143,From allowances and assistance,3232.0,False,False
Geographic Region,143,143,From capital,1021.0,False,False
Geographic Region,143,143,From other institutions in Israel,335.0,False,False
Geographic Region,143,143,From pensions and provident funds,2007.0,False,False
Geographic Region,143,143,From self-employment and occasional work,3972.0,False,False
Geographic Region,143,143,From wages and salary,16759.0,False,False
Geographic Region,143,143,From work,20730.0,False,False
Geographic Region,143,143,Gross money income – total,26990.0,False,False
Geographic Region,143,143,Households in population (thousands),128.4,False,False
Geographic Region,143,143,Income tax,3259.0,False,False
Geographic Region,143,143,Median of  gross money income per household,24218.0,False,False
Geographic Region,143,143,Money expenditure per household,12574.0,False,True
Geographic Region,143,143,Money expenditure per person,3948.3,False,False
Geographic Region,143,143,National health insurance,808.0,False,False
Geographic Region,143,143,National insurance payments,973.0,False,False
Geographic Region,143,143,Net money income per household,21949.0,True,False
Geographic Region,143,143,Net money income per person,6892.3,False,False
Geographic Region,143,143,Transfers to other households(2),515.0,False,False
Geographic Region,218,218,Average age of economic head of household,46.8,False,False
Geographic Region,218,218,Average earners in household,1.42,False,False
Geographic Region,218,218,Average persons in household,2.42,False,False
Geographic Region,218,218,Average standard persons in household,2.2,False,False
Geographic Region,218,218,"Average years of schooling 
of economic head of  household",15.7,False,False
Geographic Region,218,218,Compulsory payments – total,8976.0,False,False
Geographic Region,218,218,From National Insurance Institute,1503.0,False,False
Geographic Region,218,218,From allowances and assistance,2061.0,False,False
Geographic Region,218,218,From households and other ,388.0,False,False
Geographic Region,218,218,From pensions and provident funds,1372.0,False,False
Geographic Region,218,218,From self-employment and occasional work,5177.0,False,False
Geographic Region,218,218,From wages and salary,21555.0,False,False
Geographic Region,218,218,From work,26732.0,False,False
Geographic Region,218,218,Gross money income – total,34154.0,False,False
Geographic Region,218,218,Households in population (thousands),288.3,False,False
Geographic Region,218,218,Income tax,6664.0,False,False
Geographic Region,218,218,Median of  gross money income per household,22783.0,False,False
Geographic Region,218,218,Money expenditure per household,19552.0,False,True
Geographic Region,218,218,Money expenditure per person,8075.1,False,False
Geographic Region,218,218,Mortgage payments (principal+interest)(3),2326.0,False,False
Geographic Region,218,218,National health insurance,1017.0,False,False
Geographic Region,218,218,National insurance payments,1295.0,False,False
Geographic Region,218,218,Net money income per household,25178.0,True,False
Geographic Region,218,218,Net money income per person,10398.6,False,False
Geographic Region,218,218,Transfers to other households(2),880.0,False,False
Geographic Region,230,230,Average age of economic head of household,51.1,False,False
Geographic Region,230,230,Average earners in household,1.5,False,False
Geographic Region,230,230,Average persons in household,2.98,False,False
Geographic Region,230,230,Average standard persons in household,2.54,False,False
Geographic Region,230,230,"Average years of schooling 
of economic head of  household",14.9,False,False
Geographic Region,230,230,Compulsory payments – total,4983.0,False,False
Geographic Region,230,230,From National Insurance Institute,1736.0,False,False
Geographic Region,230,230,From allowances and assistance,2649.0,False,False
Geographic Region,230,230,From capital,1108.0,False,False
Geographic Region,230,230,From pensions and provident funds,2304.0,False,False
Geographic Region,230,230,From self-employment and occasional work,2048.0,False,False
Geographic Region,230,230,From wages and salary,18678.0,False,False
Geographic Region,230,230,From work,20726.0,False,False
Geographic Region,230,230,Gross money income – total,26788.0,False,False
Geographic Region,230,230,Households in population (thousands),232.0,False,False
Geographic Region,230,230,Income tax,3185.0,False,False
Geographic Region,230,230,Median of  gross money income per household,21533.0,False,False
Geographic Region,230,230,Money expenditure per household,15806.0,False,True
Geographic Region,230,230,Money expenditure per person,5312.1,False,False
Geographic Region,230,230,Mortgage payments (principal+interest)(3),1574.0,False,False
Geographic Region,230,230,National health insurance,841.0,False,False
Geographic Region,230,230,National insurance payments,956.0,False,False
Geographic Region,230,230,Net money income per household,21805.0,True,False
Geographic Region,230,230,Net money income per person,7328.0,False,False
Geographic Region,230,230,Transfers to other households(2),401.0,False,False
Geographic Region,260,260,Average age of economic head of household,48.8,False,False
Geographic Region,260,260,Average earners in household,1.65,False,False
Geographic Region,260,260,Average persons in household,3.51,False,False
Geographic Region,260,260,Average standard persons in household,2.85,False,False
Geographic Region,260,260,"Average years of schooling 
of economic head of  household",14.3,False,False
Geographic Region,260,260,Compulsory payments – total,4693.0,False,False
Geographic Region,260,260,From National Insurance Institute,1970.0,False,False
Geographic Region,260,260,From allowances and assistance,2340.0,False,False
Geographic Region,260,260,From capital,1013.0,False,False
Geographic Region,260,260,From pensions and provident funds,1460.0,False,False
Geographic Region,260,260,From self-employment and occasional work,3656.0,False,False
Geographic Region,260,260,From wages and salary,17348.0,False,False
Geographic Region,260,260,From work,21004.0,False,False
Geographic Region,260,260,Gross money income – total,25817.0,False,False
Geographic Region,260,260,Households in population (thousands),130.9,False,False
Geographic Region,260,260,Income tax,2911.0,False,False
Geographic Region,260,260,Median of  gross money income per household,21208.0,False,False
Geographic Region,260,260,Money expenditure per household,14706.0,False,True
Geographic Region,260,260,Money expenditure per person,4191.6,False,False
Geographic Region,260,260,Mortgage payments (principal+interest)(3),1000.0,False,False
Geographic Region,260,260,National health insurance,842.0,False,False
Geographic Region,260,260,National insurance payments,940.0,False,False
Geographic Region,260,260,Net money income per household,21124.0,True,False
Geographic Region,260,260,Net money income per person,6021.0,False,False
Geographic Region,260,260,Transfers to other households(2),402.0,False,False
Geographic Region,281,281,Average age of economic head of household,42.9,False,False
Geographic Region,281,281,Average earners in household,1.57,False,False
Geographic Region,281,281,Average persons in household,4.35,False,False
Geographic Region,281,281,Average standard persons in household,3.28,False,False
Geographic Region,281,281,"Average years of schooling 
of economic head of  household",15.7,False,False
Geographic Region,281,281,Compulsory payments – total,2889.0,False,False
Geographic Region,281,281,From National Insurance Institute,1619.0,False,False
Geographic Region,281,281,From allowances and assistance,2524.0,False,False
Geographic Region,281,281,From capital,468.0,False,False
Geographic Region,281,281,From households and other ,348.0,False,False
Geographic Region,281,281,From other institutions in Israel,557.0,False,False
Geographic Region,281,281,From pensions and provident funds,1015.0,False,False
Geographic Region,281,281,From self-employment and occasional work,2070.0,False,False
Geographic Region,281,281,From wages and salary,13414.0,False,False
Geographic Region,281,281,From work,15484.0,False,False
Geographic Region,281,281,Gross money income – total,19492.0,False,False
Geographic Region,281,281,Households in population (thousands),104.0,False,False
Geographic Region,281,281,Income tax,1609.0,False,False
Geographic Region,281,281,Median of  gross money income per household,15290.0,False,False
Geographic Region,281,281,Money expenditure per household,13653.0,False,True
Geographic Region,281,281,Money expenditure per person,3136.0,False,False
Geographic Region,281,281,Mortgage payments (principal+interest)(3),1703.0,False,False
Geographic Region,281,281,National health insurance,651.0,False,False
